"Year","Month","SKU","Category","Units","GrossSales"
"2019","1",7650282,"Snacks","917.00","3438.75"
"2019","2",7650282,"Snacks","945.00","3543.75"
"2019","2",7650282,"Snacks","945.00","3543.75"
"2019","3",7650282,"Snacks","954.00","3577.50"
"2019","3",7650282,"Snacks","954.00","3577.50"
"2019","4",7650282,"Snacks","944.00","3540.00"
"2019","4",7650282,"Snacks","944.00","3540.00"
"2019","5",7650282,"Snacks","953.00","3573.75"
"2019","5",7650282,"Snacks","953.00","3573.75"
"2018","11",7654499,"Produce","271.00","5146.29"
"2018","12",7654499,"Produce","266.00","5051.34"
"2019","1",7654499,"Produce","266.00","5051.34"
"2019","2",7654499,"Produce","271.00","5146.29"
"2019","3",7654499,"Produce","279.00","5298.21"
"2019","4",7654499,"Produce","285.00","5412.15"
"2019","5",7654499,"Produce","271.00","5146.29"
"2018","12",7682525,"Canned Goods","708.00","10612.92"
"2019","1",7682525,"Canned Goods","736.00","11032.64"
"2019","2",7682525,"Canned Goods","736.00","11032.64"
"2019","3",7682525,"Canned Goods","765.00","11467.35"
"2019","4",7682525,"Canned Goods","750.00","11242.50"
"2019","5",7682525,"Canned Goods","773.00","11587.27"
"2018","11",7685688,"Canned Goods","304.00","1672.00"
"2018","12",7685688,"Canned Goods","310.00","1705.00"
"2019","1",7685688,"Canned Goods","301.00","1655.50"
"2019","2",7685688,"Canned Goods","304.00","1672.00"
"2019","3",7685688,"Canned Goods","295.00","1622.50"
"2019","4",7685688,"Canned Goods","289.00","1589.50"
"2019","5",7685688,"Canned Goods","275.00","1512.50"
"2018","12",7686799,"Sodas and Drinks","626.00","3724.70"
"2019","1",7686799,"Sodas and Drinks","620.00","3689.00"
"2019","2",7686799,"Sodas and Drinks","639.00","3802.05"
"2019","3",7686799,"Sodas and Drinks","645.00","3837.75"
"2019","4",7686799,"Sodas and Drinks","645.00","3837.75"
"2019","5",7686799,"Sodas and Drinks","697.00","4147.15"
"2018","11",7689024,"Sodas and Drinks","157.00","940.43"
"2018","12",7689024,"Sodas and Drinks","165.00","988.35"
"2019","1",7689024,"Sodas and Drinks","162.00","970.38"
"2019","2",7689024,"Sodas and Drinks","164.00","982.36"
"2019","3",7689024,"Sodas and Drinks","169.00","1012.31"
"2019","4",7689024,"Sodas and Drinks","164.00","982.36"
"2019","5",7689024,"Sodas and Drinks","179.00","1072.21"
"2018","12",7693416,"Dairy","278.00","4156.10"
"2019","1",7693416,"Dairy","286.00","4275.70"
"2019","2",7693416,"Dairy","277.00","4141.15"
"2019","3",7693416,"Dairy","285.00","4260.75"
"2019","4",7693416,"Dairy","282.00","4215.90"
"2019","5",7693416,"Dairy","288.00","4305.60"
"2018","11",7709611,"Baby","148.00","1028.60"
"2018","12",7709611,"Baby","147.00","1021.65"
"2019","1",7709611,"Baby","154.00","1070.30"
"2019","2",7709611,"Baby","154.00","1070.30"
"2019","3",7709611,"Baby","151.00","1049.45"
"2019","4",7709611,"Baby","153.00","1063.35"
"2019","5",7709611,"Baby","168.00","1167.60"
"2018","12",7710250,"Produce","245.00","4410.00"
"2019","1",7710250,"Produce","255.00","4590.00"
"2019","2",7710250,"Produce","265.00","4770.00"
"2019","3",7710250,"Produce","273.00","4914.00"
"2019","4",7710250,"Produce","287.00","5166.00"
"2019","5",7710250,"Produce","307.00","5526.00"
"2018","11",7718532,"Dairy","289.00","5202.00"
"2018","12",7718532,"Dairy","283.00","5094.00"
"2019","1",7718532,"Dairy","286.00","5148.00"
"2019","2",7718532,"Dairy","280.00","5040.00"
"2019","3",7718532,"Dairy","277.00","4986.00"
"2019","4",7718532,"Dairy","274.00","4932.00"
"2019","5",7718532,"Dairy","271.00","4878.00"
"2018","12",7718609,"Dairy","929.00","13925.71"
"2019","1",7718609,"Dairy","929.00","13925.71"
"2019","2",7718609,"Dairy","920.00","13790.80"
"2019","3",7718609,"Dairy","938.00","14060.62"
"2019","4",7718609,"Dairy","966.00","14480.34"
"2019","5",7718609,"Dairy","947.00","14195.53"
"2018","11",7722751,"Snacks","661.00","5942.39"
"2018","12",7722751,"Snacks","694.00","6239.06"
"2019","1",7722751,"Snacks","687.00","6176.13"
"2019","2",7722751,"Snacks","680.00","6113.20"
"2019","3",7722751,"Snacks","694.00","6239.06"
"2019","4",7722751,"Snacks","680.00","6113.20"
"2019","5",7722751,"Snacks","646.00","5807.54"
"2018","11",7731295,"Canned Goods","506.00","4528.70"
"2018","12",7731295,"Canned Goods","516.00","4618.20"
"2018","12",7731295,"Canned Goods","516.00","4618.20"
"2019","1",7731295,"Canned Goods","542.00","4850.90"
"2019","1",7731295,"Canned Goods","542.00","4850.90"
"2019","2",7731295,"Canned Goods","553.00","4949.35"
"2019","2",7731295,"Canned Goods","553.00","4949.35"
"2019","3",7731295,"Canned Goods","559.00","5003.05"
"2019","3",7731295,"Canned Goods","559.00","5003.05"
"2019","4",7731295,"Canned Goods","559.00","5003.05"
"2019","4",7731295,"Canned Goods","559.00","5003.05"
"2019","5",7731295,"Canned Goods","598.00","5352.10"
"2019","5",7731295,"Canned Goods","598.00","5352.10"
"2018","11",7746896,"Produce","737.00","10870.75"
"2018","12",7746896,"Produce","737.00","10870.75"
"2018","12",7746896,"Produce","737.00","10870.75"
"2019","1",7746896,"Produce","722.00","10649.50"
"2019","1",7746896,"Produce","722.00","10649.50"
"2019","2",7746896,"Produce","751.00","11077.25"
"2019","2",7746896,"Produce","751.00","11077.25"
"2019","3",7746896,"Produce","774.00","11416.50"
"2019","3",7746896,"Produce","774.00","11416.50"
"2019","4",7746896,"Produce","766.00","11298.50"
"2019","4",7746896,"Produce","766.00","11298.50"
"2019","5",7746896,"Produce","751.00","11077.25"
"2019","5",7746896,"Produce","751.00","11077.25"
"2018","11",7760599,"Produce","475.00","5695.25"
"2018","12",7760599,"Produce","489.00","5863.11"
"2018","12",7760599,"Produce","489.00","5863.11"
"2019","1",7760599,"Produce","474.00","5683.26"
"2019","1",7760599,"Produce","474.00","5683.26"
"2019","2",7760599,"Produce","465.00","5575.35"
"2019","2",7760599,"Produce","465.00","5575.35"
"2019","3",7760599,"Produce","484.00","5803.16"
"2019","3",7760599,"Produce","484.00","5803.16"
"2019","4",7760599,"Produce","489.00","5863.11"
"2019","4",7760599,"Produce","489.00","5863.11"
"2019","5",7760599,"Produce","494.00","5923.06"
"2019","5",7760599,"Produce","494.00","5923.06"
"2018","11",7778717,"Snacks","161.00","1447.39"
"2018","12",7778717,"Snacks","169.00","1519.31"
"2018","12",7778717,"Snacks","169.00","1519.31"
"2019","1",7778717,"Snacks","171.00","1537.29"
"2019","1",7778717,"Snacks","171.00","1537.29"
"2019","2",7778717,"Snacks","176.00","1582.24"
"2019","2",7778717,"Snacks","176.00","1582.24"
"2019","3",7778717,"Snacks","171.00","1537.29"
"2019","3",7778717,"Snacks","171.00","1537.29"
"2019","4",7778717,"Snacks","178.00","1600.22"
"2019","4",7778717,"Snacks","178.00","1600.22"
"2019","5",7778717,"Snacks","171.00","1537.29"
"2019","5",7778717,"Snacks","171.00","1537.29"
"2018","11",7780373,"Produce","422.00","7152.90"
"2018","12",7780373,"Produce","443.00","7508.85"
"2019","1",7780373,"Produce","439.00","7441.05"
"2019","2",7780373,"Produce","461.00","7813.95"
"2019","3",7780373,"Produce","479.00","8119.05"
"2019","4",7780373,"Produce","469.00","7949.55"
"2019","5",7780373,"Produce","446.00","7559.70"
"2018","12",7792179,"International","777.00","6216.00"
"2019","1",7792179,"International","761.00","6088.00"
"2019","2",7792179,"International","776.00","6208.00"
"2019","3",7792179,"International","760.00","6080.00"
"2019","4",7792179,"International","752.00","6016.00"
"2019","5",7792179,"International","775.00","6200.00"
"2018","11",7811202,"Canned Goods","774.00","7740.00"
"2018","12",7811202,"Canned Goods","782.00","7820.00"
"2019","1",7811202,"Canned Goods","805.00","8050.00"
"2019","2",7811202,"Canned Goods","789.00","7890.00"
"2019","3",7811202,"Canned Goods","821.00","8210.00"
"2019","4",7811202,"Canned Goods","846.00","8460.00"
"2019","5",7811202,"Canned Goods","854.00","8540.00"
"2018","12",7816200,"Refrigerated","646.00","12758.50"
"2019","1",7816200,"Refrigerated","665.00","13133.75"
"2019","2",7816200,"Refrigerated","692.00","13667.00"
"2019","3",7816200,"Refrigerated","699.00","13805.25"
"2019","4",7816200,"Refrigerated","706.00","13943.50"
"2019","5",7816200,"Refrigerated","692.00","13667.00"
"2018","11",7824959,"Refrigerated","289.00","286.11"
"2018","12",7824959,"Refrigerated","280.00","277.20"
"2019","1",7824959,"Refrigerated","277.00","274.23"
"2019","2",7824959,"Refrigerated","271.00","268.29"
"2019","3",7824959,"Refrigerated","282.00","279.18"
"2019","4",7824959,"Refrigerated","290.00","287.10"
"2019","5",7824959,"Refrigerated","302.00","298.98"
"2018","12",7845295,"Sodas and Drinks","337.00","4714.63"
"2019","1",7845295,"Sodas and Drinks","350.00","4896.50"
"2019","2",7845295,"Sodas and Drinks","343.00","4798.57"
"2019","3",7845295,"Sodas and Drinks","353.00","4938.47"
"2019","4",7845295,"Sodas and Drinks","367.00","5134.33"
"2019","5",7845295,"Sodas and Drinks","396.00","5540.04"
"2018","11",7849173,"Canned Goods","345.00","5861.55"
"2018","12",7849173,"Canned Goods","348.00","5912.52"
"2019","1",7849173,"Canned Goods","348.00","5912.52"
"2019","2",7849173,"Canned Goods","351.00","5963.49"
"2019","3",7849173,"Canned Goods","340.00","5776.60"
"2019","4",7849173,"Canned Goods","333.00","5657.67"
"2019","5",7849173,"Canned Goods","366.00","6218.34"
"2018","12",7854265,"Produce","138.00","2891.10"
"2019","1",7854265,"Produce","135.00","2828.25"
"2019","2",7854265,"Produce","135.00","2828.25"
"2019","3",7854265,"Produce","131.00","2744.45"
"2019","4",7854265,"Produce","135.00","2828.25"
"2019","5",7854265,"Produce","147.00","3079.65"
"2018","11",7865259,"Produce","149.00","1041.51"
"2018","12",7865259,"Produce","153.00","1069.47"
"2018","12",7865259,"Produce","153.00","1069.47"
"2019","1",7865259,"Produce","159.00","1111.41"
"2019","1",7865259,"Produce","159.00","1111.41"
"2019","2",7865259,"Produce","154.00","1076.46"
"2019","2",7865259,"Produce","154.00","1076.46"
"2019","3",7865259,"Produce","160.00","1118.40"
"2019","3",7865259,"Produce","160.00","1118.40"
"2019","4",7865259,"Produce","155.00","1083.45"
"2019","4",7865259,"Produce","155.00","1083.45"
"2019","5",7865259,"Produce","150.00","1048.50"
"2019","5",7865259,"Produce","150.00","1048.50"
"2018","11",7891829,"Refrigerated","317.00","3471.15"
"2018","12",7891829,"Refrigerated","333.00","3646.35"
"2018","12",7891829,"Refrigerated","333.00","3646.35"
"2019","1",7891829,"Refrigerated","346.00","3788.70"
"2019","1",7891829,"Refrigerated","346.00","3788.70"
"2019","2",7891829,"Refrigerated","363.00","3974.85"
"2019","2",7891829,"Refrigerated","363.00","3974.85"
"2019","3",7891829,"Refrigerated","367.00","4018.65"
"2019","3",7891829,"Refrigerated","367.00","4018.65"
"2019","4",7891829,"Refrigerated","382.00","4182.90"
"2019","4",7891829,"Refrigerated","382.00","4182.90"
"2019","5",7891829,"Refrigerated","405.00","4434.75"
"2019","5",7891829,"Refrigerated","405.00","4434.75"
"2018","11",7900319,"Snacks","827.00","14050.73"
"2018","12",7900319,"Snacks","810.00","13761.90"
"2018","12",7900319,"Snacks","810.00","13761.90"
"2019","1",7900319,"Snacks","842.00","14305.58"
"2019","1",7900319,"Snacks","842.00","14305.58"
"2019","2",7900319,"Snacks","884.00","15019.16"
"2019","2",7900319,"Snacks","884.00","15019.16"
"2019","3",7900319,"Snacks","857.00","14560.43"
"2019","3",7900319,"Snacks","857.00","14560.43"
"2019","4",7900319,"Snacks","883.00","15002.17"
"2019","4",7900319,"Snacks","883.00","15002.17"
"2019","5",7900319,"Snacks","883.00","15002.17"
"2019","5",7900319,"Snacks","883.00","15002.17"
"2018","12",7916097,"Canned Goods","732.00","14603.40"
"2019","1",7916097,"Canned Goods","725.00","14463.75"
"2019","2",7916097,"Canned Goods","718.00","14324.10"
"2019","3",7916097,"Canned Goods","754.00","15042.30"
"2019","4",7916097,"Canned Goods","784.00","15640.80"
"2019","5",7916097,"Canned Goods","839.00","16738.05"
"2018","11",7916635,"Produce","280.00","3357.20"
"2018","12",7916635,"Produce","288.00","3453.12"
"2019","1",7916635,"Produce","291.00","3489.09"
"2019","2",7916635,"Produce","294.00","3525.06"
"2019","3",7916635,"Produce","288.00","3453.12"
"2019","4",7916635,"Produce","288.00","3453.12"
"2019","5",7916635,"Produce","311.00","3728.89"
"2018","12",7933385,"Baby","110.00","874.50"
"2019","1",7933385,"Baby","116.00","922.20"
"2019","2",7933385,"Baby","118.00","938.10"
"2019","3",7933385,"Baby","117.00","930.15"
"2019","4",7933385,"Baby","123.00","977.85"
"2019","5",7933385,"Baby","125.00","993.75"
"2018","11",7935793,"Baby","505.00","8579.95"
"2018","12",7935793,"Baby","510.00","8664.90"
"2019","1",7935793,"Baby","536.00","9106.64"
"2019","2",7935793,"Baby","531.00","9021.69"
"2019","3",7935793,"Baby","542.00","9208.58"
"2019","4",7935793,"Baby","531.00","9021.69"
"2019","5",7935793,"Baby","584.00","9922.16"
"2018","11",7938864,"Refrigerated","879.00","835.05"
"2018","12",7938864,"Refrigerated","861.00","817.95"
"2019","1",7938864,"Refrigerated","870.00","826.50"
"2019","2",7938864,"Refrigerated","914.00","868.30"
"2019","3",7938864,"Refrigerated","887.00","842.65"
"2019","4",7938864,"Refrigerated","887.00","842.65"
"2019","5",7938864,"Refrigerated","922.00","875.90"
"2018","12",7948322,"International","32.00","312.00"
"2019","1",7948322,"International","31.00","302.25"
"2019","2",7948322,"International","32.00","312.00"
"2019","3",7948322,"International","33.00","321.75"
"2019","4",7948322,"International","34.00","331.50"
"2019","5",7948322,"International","37.00","360.75"
"2018","11",7951038,"Canned Goods","122.00","2067.90"
"2018","12",7951038,"Canned Goods","121.00","2050.95"
"2018","12",7951038,"Canned Goods","121.00","2050.95"
"2019","1",7951038,"Canned Goods","127.00","2152.65"
"2019","1",7951038,"Canned Goods","127.00","2152.65"
"2019","2",7951038,"Canned Goods","126.00","2135.70"
"2019","2",7951038,"Canned Goods","126.00","2135.70"
"2019","3",7951038,"Canned Goods","122.00","2067.90"
"2019","3",7951038,"Canned Goods","122.00","2067.90"
"2019","4",7951038,"Canned Goods","123.00","2084.85"
"2019","4",7951038,"Canned Goods","123.00","2084.85"
"2019","5",7951038,"Canned Goods","118.00","2000.10"
"2019","5",7951038,"Canned Goods","118.00","2000.10"
"2018","12",7962054,"Baby","615.00","1845.00"
"2019","1",7962054,"Baby","646.00","1938.00"
"2019","2",7962054,"Baby","646.00","1938.00"
"2019","3",7962054,"Baby","659.00","1977.00"
"2019","4",7962054,"Baby","639.00","1917.00"
"2019","5",7962054,"Baby","690.00","2070.00"
"2018","11",7964118,"Produce","49.00","379.75"
"2018","12",7964118,"Produce","49.00","379.75"
"2019","1",7964118,"Produce","49.00","379.75"
"2019","2",7964118,"Produce","51.00","395.25"
"2019","3",7964118,"Produce","52.00","403.00"
"2019","4",7964118,"Produce","52.00","403.00"
"2019","5",7964118,"Produce","55.00","426.25"
"2018","12",7968731,"Freezer","505.00","3509.75"
"2019","1",7968731,"Freezer","520.00","3614.00"
"2019","2",7968731,"Freezer","515.00","3579.25"
"2019","3",7968731,"Freezer","525.00","3648.75"
"2019","4",7968731,"Freezer","530.00","3683.50"
"2019","5",7968731,"Freezer","572.00","3975.40"
"2018","11",7969096,"Dairy","514.00","8218.86"
"2018","12",7969096,"Dairy","524.00","8378.76"
"2019","1",7969096,"Dairy","540.00","8634.60"
"2019","2",7969096,"Dairy","551.00","8810.49"
"2019","3",7969096,"Dairy","568.00","9082.32"
"2019","4",7969096,"Dairy","591.00","9450.09"
"2019","5",7969096,"Dairy","632.00","10105.68"
"2018","12",7983283,"Sodas and Drinks","973.00","9243.50"
"2019","1",7983283,"Sodas and Drinks","944.00","8968.00"
"2019","2",7983283,"Sodas and Drinks","963.00","9148.50"
"2019","3",7983283,"Sodas and Drinks","1002.00","9519.00"
"2019","4",7983283,"Sodas and Drinks","1052.00","9994.00"
"2019","5",7983283,"Sodas and Drinks","1020.00","9690.00"
"2018","11",7993052,"Dairy","514.00","4620.86"
"2018","12",7993052,"Dairy","514.00","4620.86"
"2019","1",7993052,"Dairy","524.00","4710.76"
"2019","2",7993052,"Dairy","508.00","4566.92"
"2019","3",7993052,"Dairy","498.00","4477.02"
"2019","4",7993052,"Dairy","503.00","4521.97"
"2019","5",7993052,"Dairy","493.00","4432.07"
"2018","12",8000519,"Dairy","325.00","308.75"
"2019","1",8000519,"Dairy","328.00","311.60"
"2019","2",8000519,"Dairy","331.00","314.45"
"2019","3",8000519,"Dairy","324.00","307.80"
"2019","4",8000519,"Dairy","330.00","313.50"
"2019","5",8000519,"Dairy","333.00","316.35"
"2018","11",8012975,"Dairy","933.00","923.67"
"2018","12",8012975,"Dairy","933.00","923.67"
"2019","1",8012975,"Dairy","933.00","923.67"
"2019","2",8012975,"Dairy","980.00","970.20"
"2019","3",8012975,"Dairy","1009.00","998.91"
"2019","4",8012975,"Dairy","1039.00","1028.61"
"2019","5",8012975,"Dairy","997.00","987.03"
"2018","12",8015796,"Produce","813.00","13617.75"
"2019","1",8015796,"Produce","854.00","14304.50"
"2019","2",8015796,"Produce","845.00","14153.75"
"2019","3",8015796,"Produce","879.00","14723.25"
"2019","4",8015796,"Produce","897.00","15024.75"
"2019","5",8015796,"Produce","852.00","14271.00"
"2018","11",8019724,"Sodas and Drinks","284.00","0.00"
"2018","12",8019724,"Sodas and Drinks","295.00","0.00"
"2019","1",8019724,"Sodas and Drinks","295.00","0.00"
"2019","2",8019724,"Sodas and Drinks","292.00","0.00"
"2019","3",8019724,"Sodas and Drinks","298.00","0.00"
"2019","4",8019724,"Sodas and Drinks","295.00","0.00"
"2018","11",8038561,"Freezer","418.00","4493.50"
"2018","12",8038561,"Freezer","435.00","4676.25"
"2018","12",8038561,"Freezer","435.00","4676.25"
"2019","1",8038561,"Freezer","444.00","4773.00"
"2019","1",8038561,"Freezer","444.00","4773.00"
"2019","2",8038561,"Freezer","453.00","4869.75"
"2019","2",8038561,"Freezer","453.00","4869.75"
"2019","3",8038561,"Freezer","471.00","5063.25"
"2019","3",8038561,"Freezer","471.00","5063.25"
"2019","4",8038561,"Freezer","490.00","5267.50"
"2019","4",8038561,"Freezer","490.00","5267.50"
"2019","5",8038561,"Freezer","515.00","5536.25"
"2019","5",8038561,"Freezer","515.00","5536.25"
"2018","11",8042453,"Produce","441.00","1318.59"
"2018","12",8042453,"Produce","454.00","1357.46"
"2018","12",8042453,"Produce","454.00","1357.46"
"2019","1",8042453,"Produce","440.00","1315.60"
"2019","1",8042453,"Produce","440.00","1315.60"
"2019","2",8042453,"Produce","458.00","1369.42"
"2019","2",8042453,"Produce","458.00","1369.42"
"2019","3",8042453,"Produce","458.00","1369.42"
"2019","3",8042453,"Produce","458.00","1369.42"
"2019","4",8042453,"Produce","481.00","1438.19"
"2019","4",8042453,"Produce","481.00","1438.19"
"2019","5",8042453,"Produce","462.00","1381.38"
"2019","5",8042453,"Produce","462.00","1381.38"
"2018","11",8049256,"Refrigerated","436.00","6431.00"
"2018","12",8049256,"Refrigerated","432.00","6372.00"
"2018","12",8049256,"Refrigerated","432.00","6372.00"
"2019","1",8049256,"Refrigerated","436.00","6431.00"
"2019","1",8049256,"Refrigerated","436.00","6431.00"
"2019","2",8049256,"Refrigerated","427.00","6298.25"
"2019","2",8049256,"Refrigerated","427.00","6298.25"
"2019","3",8049256,"Refrigerated","431.00","6357.25"
"2019","3",8049256,"Refrigerated","431.00","6357.25"
"2019","4",8049256,"Refrigerated","453.00","6681.75"
"2019","4",8049256,"Refrigerated","453.00","6681.75"
"2019","5",8049256,"Refrigerated","485.00","7153.75"
"2019","5",8049256,"Refrigerated","485.00","7153.75"
"2018","11",8052263,"International","797.00","11556.50"
"2018","12",8052263,"International","813.00","11788.50"
"2019","1",8052263,"International","821.00","11904.50"
"2019","2",8052263,"International","862.00","12499.00"
"2019","3",8052263,"International","896.00","12992.00"
"2019","4",8052263,"International","941.00","13644.50"
"2018","11",8062521,"Produce","159.00","3013.05"
"2018","12",8062521,"Produce","167.00","3164.65"
"2018","12",8062521,"Produce","167.00","3164.65"
"2019","1",8062521,"Produce","172.00","3259.40"
"2019","1",8062521,"Produce","172.00","3259.40"
"2019","2",8062521,"Produce","179.00","3392.05"
"2019","2",8062521,"Produce","179.00","3392.05"
"2019","3",8062521,"Produce","184.00","3486.80"
"2019","3",8062521,"Produce","184.00","3486.80"
"2019","4",8062521,"Produce","188.00","3562.60"
"2019","4",8062521,"Produce","188.00","3562.60"
"2019","5",8062521,"Produce","199.00","3771.05"
"2019","5",8062521,"Produce","199.00","3771.05"
"2018","12",8073681,"Snacks","158.00","118.50"
"2019","1",8073681,"Snacks","164.00","123.00"
"2019","2",8073681,"Snacks","167.00","125.25"
"2019","3",8073681,"Snacks","164.00","123.00"
"2019","4",8073681,"Snacks","166.00","124.50"
"2019","5",8073681,"Snacks","174.00","130.50"
"2018","11",8082511,"Dairy","356.00","4610.20"
"2018","12",8082511,"Dairy","352.00","4558.40"
"2019","1",8082511,"Dairy","341.00","4415.95"
"2019","2",8082511,"Dairy","341.00","4415.95"
"2019","3",8082511,"Dairy","331.00","4286.45"
"2019","4",8082511,"Dairy","348.00","4506.60"
"2019","5",8082511,"Dairy","369.00","4778.55"
"2018","12",8082802,"Snacks","794.00","6344.06"
"2019","1",8082802,"Snacks","802.00","6407.98"
"2019","2",8082802,"Snacks","834.00","6663.66"
"2019","3",8082802,"Snacks","867.00","6927.33"
"2019","4",8082802,"Snacks","910.00","7270.90"
"2019","5",8082802,"Snacks","883.00","7055.17"
"2018","11",8113411,"International","997.00","4975.03"
"2018","12",8113411,"International","987.00","4925.13"
"2019","1",8113411,"International","1036.00","5169.64"
"2019","2",8113411,"International","1005.00","5014.95"
"2019","3",8113411,"International","1045.00","5214.55"
"2019","4",8113411,"International","1045.00","5214.55"
"2019","5",8113411,"International","1045.00","5214.55"
"2018","12",8116171,"Produce","226.00","3613.74"
"2019","1",8116171,"Produce","233.00","3725.67"
"2019","2",8116171,"Produce","240.00","3837.60"
"2019","3",8116171,"Produce","235.00","3757.65"
"2019","4",8116171,"Produce","247.00","3949.53"
"2019","5",8116171,"Produce","267.00","4269.33"
"2018","11",8127889,"Dairy","474.00","4740.00"
"2018","12",8127889,"Dairy","488.00","4880.00"
"2019","1",8127889,"Dairy","488.00","4880.00"
"2019","2",8127889,"Dairy","498.00","4980.00"
"2019","3",8127889,"Dairy","488.00","4880.00"
"2019","4",8127889,"Dairy","493.00","4930.00"
"2019","5",8127889,"Dairy","478.00","4780.00"
"2018","12",8136717,"Canned Goods","780.00","16372.20"
"2019","1",8136717,"Canned Goods","757.00","15889.43"
"2019","2",8136717,"Canned Goods","765.00","16057.35"
"2019","3",8136717,"Canned Goods","757.00","15889.43"
"2019","4",8136717,"Canned Goods","757.00","15889.43"
"2019","5",8136717,"Canned Goods","719.00","15091.81"
"2018","11",8158364,"Freezer","255.00","4067.25"
"2018","12",8158364,"Freezer","247.00","3939.65"
"2018","12",8158364,"Freezer","247.00","3939.65"
"2019","1",8158364,"Freezer","242.00","3859.90"
"2019","1",8158364,"Freezer","242.00","3859.90"
"2019","2",8158364,"Freezer","247.00","3939.65"
"2019","2",8158364,"Freezer","247.00","3939.65"
"2019","3",8158364,"Freezer","249.00","3971.55"
"2019","3",8158364,"Freezer","249.00","3971.55"
"2019","4",8158364,"Freezer","256.00","4083.20"
"2019","4",8158364,"Freezer","256.00","4083.20"
"2019","5",8158364,"Freezer","248.00","3955.60"
"2019","5",8158364,"Freezer","248.00","3955.60"
"2018","11",8182035,"Canned Goods","81.00","1210.95"
"2018","12",8182035,"Canned Goods","83.00","1240.85"
"2018","12",8182035,"Canned Goods","83.00","1240.85"
"2019","1",8182035,"Canned Goods","87.00","1300.65"
"2019","1",8182035,"Canned Goods","87.00","1300.65"
"2019","2",8182035,"Canned Goods","85.00","1270.75"
"2019","2",8182035,"Canned Goods","85.00","1270.75"
"2019","3",8182035,"Canned Goods","83.00","1240.85"
"2019","3",8182035,"Canned Goods","83.00","1240.85"
"2019","4",8182035,"Canned Goods","81.00","1210.95"
"2019","4",8182035,"Canned Goods","81.00","1210.95"
"2019","5",8182035,"Canned Goods","80.00","1196.00"
"2019","5",8182035,"Canned Goods","80.00","1196.00"
"2018","12",8192062,"Produce","487.00","2435.00"
"2019","1",8192062,"Produce","506.00","2530.00"
"2019","2",8192062,"Produce","511.00","2555.00"
"2019","3",8192062,"Produce","496.00","2480.00"
"2019","4",8192062,"Produce","516.00","2580.00"
"2019","5",8192062,"Produce","547.00","2735.00"
"2018","11",8207163,"Snacks","904.00","3164.00"
"2018","12",8207163,"Snacks","931.00","3258.50"
"2019","1",8207163,"Snacks","912.00","3192.00"
"2019","2",8207163,"Snacks","885.00","3097.50"
"2019","3",8207163,"Snacks","894.00","3129.00"
"2019","4",8207163,"Snacks","894.00","3129.00"
"2019","5",8207163,"Snacks","912.00","3192.00"
"2018","12",8218751,"Baby","687.00","6870.00"
"2019","1",8218751,"Baby","673.00","6730.00"
"2019","2",8218751,"Baby","673.00","6730.00"
"2019","3",8218751,"Baby","680.00","6800.00"
"2019","4",8218751,"Baby","660.00","6600.00"
"2019","5",8218751,"Baby","647.00","6470.00"
"2018","11",8226588,"Produce","693.00","4123.35"
"2018","12",8226588,"Produce","700.00","4165.00"
"2019","1",8226588,"Produce","700.00","4165.00"
"2019","2",8226588,"Produce","686.00","4081.70"
"2019","3",8226588,"Produce","693.00","4123.35"
"2019","4",8226588,"Produce","714.00","4248.30"
"2019","5",8226588,"Produce","735.00","4373.25"
"2018","12",8237668,"Dairy","120.00","838.80"
"2019","1",8237668,"Dairy","119.00","831.81"
"2019","2",8237668,"Dairy","117.00","817.83"
"2019","3",8237668,"Dairy","119.00","831.81"
"2019","4",8237668,"Dairy","123.00","859.77"
"2019","5",8237668,"Dairy","122.00","852.78"
"2018","11",8253993,"Produce","910.00","6825.00"
"2018","12",8253993,"Produce","883.00","6622.50"
"2019","1",8253993,"Produce","918.00","6885.00"
"2019","2",8253993,"Produce","955.00","7162.50"
"2019","3",8253993,"Produce","945.00","7087.50"
"2019","4",8253993,"Produce","926.00","6945.00"
"2019","5",8253993,"Produce","880.00","6600.00"
"2018","12",8272524,"Baby","763.00","6065.85"
"2019","1",8272524,"Baby","778.00","6185.10"
"2019","2",8272524,"Baby","755.00","6002.25"
"2019","3",8272524,"Baby","785.00","6240.75"
"2019","4",8272524,"Baby","824.00","6550.80"
"2019","5",8272524,"Baby","882.00","7011.90"
"2018","11",8274916,"Sodas and Drinks","985.00","17680.75"
"2018","12",8274916,"Sodas and Drinks","1024.00","18380.80"
"2019","1",8274916,"Sodas and Drinks","1065.00","19116.75"
"2019","2",8274916,"Sodas and Drinks","1118.00","20068.10"
"2019","3",8274916,"Sodas and Drinks","1096.00","19673.20"
"2019","4",8274916,"Sodas and Drinks","1140.00","20463.00"
"2019","5",8274916,"Sodas and Drinks","1083.00","19439.85"
"2018","12",8276962,"Snacks","391.00","5083.00"
"2019","1",8276962,"Snacks","391.00","5083.00"
"2019","2",8276962,"Snacks","383.00","4979.00"
"2019","3",8276962,"Snacks","379.00","4927.00"
"2019","4",8276962,"Snacks","387.00","5031.00"
"2019","5",8276962,"Snacks","406.00","5278.00"
"2018","11",8289882,"Refrigerated","874.00","12227.26"
"2018","12",8289882,"Refrigerated","848.00","11863.52"
"2019","1",8289882,"Refrigerated","831.00","11625.69"
"2019","2",8289882,"Refrigerated","873.00","12213.27"
